PSN	Read	Write	Erase
910	1	1	0
911	0	0	0
912	1	1	0
913	0	0	0
914	1	1	0
915	0	0	0
916	1	1	0
917	0	0	0
918	1	1	0
919	0	0	0
920	1	1	0
921	0	0	0
922	1	1	0
923	0	0	0
924	1	1	0
925	0	0	0
926	1	1	0
927	0	0	0
928	16	1	0
929	0	0	0
930	1	1	0
931	0	0	0
932	1	1	0
933	0	0	0
934	1	1	0
935	0	0	0
936	1	1	0
937	0	0	0
938	1	1	0
939	0	0	0
940	1	1	0
941	0	0	0
942	1	1	0
943	0	0	0
944	1	1	0
945	0	0	0
946	1	1	0
947	0	0	0
948	1	1	0
949	0	0	0
950	1	1	0
951	0	0	0
952	1	1	0
953	0	0	0
954	1	1	0
955	0	0	0
956	1	1	0
957	0	0	0
958	1	1	0
959	0	0	0
960	16	1	0
961	0	0	0
962	1	1	0
963	0	0	0
964	1	1	0
965	0	0	0
966	1	1	0
967	0	0	0
968	1	1	0
969	0	0	0
970	1	1	0
971	0	0	0
972	1	1	0
973	0	0	0
974	1	1	0
975	0	0	0
976	1	1	0
977	0	0	0
978	1	1	0
979	0	0	0
980	1	1	0
981	0	0	0
982	1	1	0
983	0	0	0
984	1	1	0
985	0	0	0
986	1	1	0
987	0	0	0
988	1	1	0
989	0	0	0
990	1	1	0
991	0	0	0
992	16	1	0
993	0	0	0
994	1	1	0
995	0	0	0
996	1	1	0
997	0	0	0
998	1	1	0
999	0	0	0
1000	1	1	0
1001	0	0	0
1002	1	1	0
1003	0	0	0
1004	1	1	0
1005	0	0	0
1006	1	1	0
1007	0	0	0
1008	1	1	0
1009	0	0	0
1010	1	1	0
1011	0	0	0
1012	1	1	0
1013	0	0	0
1014	1	1	0
1015	0	0	0
1016	1	1	0
1017	0	0	0
1018	1	1	0
1019	0	0	0
1020	1	1	0
1021	0	0	0
1022	1	1	0
1023	0	0	0
1024	16	1	0
1025	0	0	0
1026	1	1	0
1027	0	0	0
1028	1	1	0
1029	0	0	0
1030	1	1	0
1031	0	0	0
1032	1	1	0
1033	0	0	0
1034	1	1	0
1035	0	0	0
1036	1	1	0
1037	0	0	0
1038	1	1	0
1039	0	0	0
1040	1	1	0
1041	0	0	0
1042	1	1	0
1043	0	0	0
1044	1	1	0
1045	0	0	0
1046	1	1	0
1047	0	0	0
1048	1	1	0
1049	0	0	0
1050	1	1	0
1051	0	0	0
1052	1	1	0
1053	0	0	0
1054	1	1	0
1055	0	0	0
1056	44	14	4
1057	12	4	4
1058	15	6	4
1059	12	4	4
1060	15	6	4
1061	12	4	4
1062	15	6	4
1063	12	4	4
1064	14	6	4
1065	12	4	4
1066	15	7	4
1067	12	4	4
1068	15	7	4
1069	12	4	4
1070	14	6	4
1071	12	4	4
1072	14	6	4
1073	12	4	4
1074	14	6	4
1075	12	4	4
1076	13	5	4
1077	12	4	4
1078	13	5	4
1079	12	4	4
1080	13	5	4
1081	12	4	4
1082	13	5	4
1083	12	4	4
1084	13	5	4
1085	13	5	4
1086	14	6	4
1087	13	5	4
1088	16	1	0
1089	0	0	0
1090	1	1	0
1091	0	0	0
1092	1	1	0
1093	0	0	0
1094	1	1	0
1095	0	0	0
1096	1	1	0
1097	0	0	0
1098	1	1	0
1099	0	0	0
1100	1	1	0
1101	0	0	0
1102	1	1	0
1103	0	0	0
1104	1	1	0
1105	0	0	0
1106	1	1	0
1107	0	0	0
1108	1	1	0
1109	0	0	0
1110	1	1	0
1111	0	0	0
1112	1	1	0
1113	0	0	0
1114	1	1	0
1115	0	0	0
1116	1	1	0
1117	0	0	0
1118	1	1	0
1119	0	0	0
1120	16	1	0
1121	0	0	0
1122	1	1	0
1123	0	0	0
1124	1	1	0
1125	0	0	0
1126	1	1	0
1127	0	0	0
1128	1	1	0
1129	0	0	0
1130	1	1	0
1131	0	0	0
1132	1	1	0
1133	0	0	0
1134	1	1	0
1135	0	0	0
1136	1	1	0
1137	0	0	0
1138	1	1	0
1139	0	0	0
1140	1	1	0
1141	0	0	0
1142	1	1	0
1143	0	0	0
1144	1	1	0
1145	0	0	0
1146	1	1	0
1147	0	0	0
1148	1	1	0
1149	0	0	0
1150	1	1	0
1151	0	0	0
1152	16	1	0
1153	0	0	0
1154	1	1	0
1155	0	0	0
1156	1	1	0
1157	0	0	0
1158	1	1	0
1159	0	0	0
1160	1	1	0
1161	0	0	0
1162	1	1	0
1163	0	0	0
1164	1	1	0
1165	0	0	0
1166	1	1	0
1167	0	0	0
1168	1	1	0
1169	0	0	0
1170	1	1	0
1171	0	0	0
1172	1	1	0
1173	0	0	0
1174	1	1	0
1175	0	0	0
1176	1	1	0
1177	0	0	0
1178	1	1	0
1179	0	0	0
1180	1	1	0
1181	0	0	0
1182	1	1	0
1183	0	0	0
1184	16	1	0
1185	0	0	0
1186	1	1	0
1187	0	0	0
1188	1	1	0
1189	0	0	0
1190	1	1	0
1191	0	0	0
1192	1	1	0
1193	0	0	0
1194	1	1	0
1195	0	0	0
1196	1	1	0
1197	0	0	0
1198	1	1	0
1199	0	0	0
1200	1	1	0
1201	0	0	0
1202	1	1	0
1203	0	0	0
1204	1	1	0
1205	0	0	0
1206	1	1	0
1207	0	0	0
1208	1	1	0
1209	0	0	0
1210	1	1	0
1211	0	0	0
1212	1	1	0
1213	0	0	0
1214	1	1	0
1215	0	0	0
1216	16	1	0
1217	0	0	0
1218	1	1	0
1219	0	0	0
1220	1	1	0
1221	0	0	0
1222	1	1	0
1223	0	0	0
1224	1	1	0
1225	0	0	0
1226	1	1	0
1227	0	0	0
1228	1	1	0
1229	0	0	0
1230	1	1	0
1231	0	0	0
1232	1	1	0
1233	0	0	0
1234	1	1	0
1235	0	0	0
1236	1	1	0
1237	0	0	0
1238	1	1	0
1239	0	0	0
1240	1	1	0
1241	0	0	0
1242	1	1	0
1243	0	0	0
1244	1	1	0
1245	0	0	0
1246	1	1	0
1247	0	0	0
1248	16	1	0
1249	0	0	0
1250	1	1	0
1251	0	0	0
1252	1	1	0
1253	0	0	0
1254	1	1	0
1255	0	0	0
1256	1	1	0
1257	0	0	0
1258	1	1	0
1259	0	0	0
1260	1	1	0
1261	0	0	0
1262	1	1	0
1263	0	0	0
1264	1	1	0
1265	0	0	0
1266	1	1	0
1267	0	0	0
1268	1	1	0
1269	0	0	0
1270	1	1	0
1271	0	0	0
1272	1	1	0
1273	0	0	0
1274	1	1	0
1275	0	0	0
1276	1	1	0
1277	0	0	0
1278	1	1	0
1279	0	0	0
1280	108	45	15
1281	44	15	15
1282	52	22	15
1283	44	15	15
1284	52	22	15
1285	44	15	15
1286	51	21	15
1287	44	15	15
1288	52	22	15
1289	44	15	15
1290	58	28	15
1291	44	15	15
1292	58	28	15
1293	44	15	15
1294	57	27	15
1295	44	15	15
1296	58	27	15
1297	44	15	15
1298	55	25	15
1299	44	15	15
1300	49	19	15
1301	44	15	15
1302	48	18	15
1303	44	15	15
1304	46	17	15
1305	44	15	15
1306	47	18	15
1307	44	15	15
1308	46	17	15
1309	44	15	15
1310	46	16	15
1311	44	15	15
1312	84	34	11
1313	35	13	11
1314	36	15	11
1315	34	12	11
1316	35	14	11
1317	33	11	11
1318	35	13	11
1319	33	11	11
1320	37	15	11
1321	33	11	11
1322	37	15	11
1323	33	11	11
1324	38	16	11
1325	33	11	11
1326	40	18	11
1327	33	11	11
1328	41	18	11
1329	33	11	11
1330	41	18	11
1331	33	11	11
1332	35	13	11
1333	33	11	11
1334	36	14	11
1335	33	11	11
1336	34	12	11
1337	33	11	11
1338	34	12	11
1339	33	11	11
1340	34	12	11
1341	34	12	11
1342	35	13	11
1343	34	12	11
1344	16	1	0
1345	0	0	0
1346	1	1	0
1347	0	0	0
1348	1	1	0
1349	0	0	0
1350	1	1	0
1351	0	0	0
1352	1	1	0
1353	0	0	0
1354	1	1	0
1355	0	0	0
1356	1	1	0
1357	0	0	0
1358	1	1	0
1359	0	0	0
1360	1	1	0
1361	0	0	0
1362	1	1	0
1363	0	0	0
1364	1	1	0
1365	0	0	0
1366	1	1	0
1367	0	0	0
1368	1	1	0
1369	0	0	0
1370	1	1	0
1371	0	0	0
1372	1	1	0
1373	0	0	0
1374	1	1	0
1375	0	0	0
1376	16	1	0
1377	0	0	0
1378	1	1	0
1379	0	0	0
1380	1	1	0
1381	0	0	0
1382	1	1	0
1383	0	0	0
1384	1	1	0
1385	0	0	0
1386	1	1	0
1387	0	0	0
1388	1	1	0
1389	0	0	0
1390	1	1	0
1391	0	0	0
1392	1	1	0
1393	0	0	0
1394	1	1	0
1395	0	0	0
1396	1	1	0
1397	0	0	0
1398	1	1	0
1399	0	0	0
1400	1	1	0
1401	0	0	0
1402	1	1	0
1403	0	0	0
1404	1	1	0
1405	0	0	0
1406	1	1	0
1407	0	0	0
1408	16	1	0
1409	0	0	0
1410	1	1	0
1411	0	0	0
1412	1	1	0
1413	0	0	0
1414	1	1	0
1415	0	0	0
1416	1	1	0
1417	0	0	0
1418	1	1	0
1419	0	0	0
1420	1	1	0
1421	0	0	0
1422	1	1	0
1423	0	0	0
1424	1	1	0
1425	0	0	0
1426	1	1	0
1427	0	0	0
1428	1	1	0
1429	0	0	0
1430	1	1	0
1431	0	0	0
1432	1	1	0
1433	0	0	0
1434	1	1	0
1435	0	0	0
1436	1	1	0
1437	0	0	0
1438	1	1	0
1439	0	0	0
1440	16	1	0
1441	0	0	0
1442	1	1	0
1443	0	0	0
1444	1	1	0
1445	0	0	0
1446	1	1	0
1447	0	0	0
1448	1	1	0
1449	0	0	0
1450	1	1	0
1451	0	0	0
1452	1	1	0
1453	0	0	0
1454	1	1	0
1455	0	0	0
1456	1	1	0
1457	0	0	0
1458	1	1	0
1459	0	0	0
1460	1	1	0
1461	0	0	0
1462	1	1	0
1463	0	0	0
1464	1	1	0
1465	0	0	0
1466	1	1	0
1467	0	0	0
1468	1	1	0
1469	0	0	0
1470	1	1	0
1471	0	0	0
1472	16	1	0
1473	0	0	0
1474	1	1	0
1475	0	0	0
1476	1	1	0
1477	0	0	0
1478	1	1	0
1479	0	0	0
1480	1	1	0
1481	0	0	0
1482	1	1	0
1483	0	0	0
1484	1	1	0
1485	0	0	0
1486	1	1	0
1487	0	0	0
1488	1	1	0
1489	0	0	0
1490	1	1	0
1491	0	0	0
1492	1	1	0
1493	0	0	0
1494	1	1	0
1495	0	0	0
1496	1	1	0
1497	0	0	0
1498	1	1	0
1499	0	0	0
1500	1	1	0
1501	0	0	0
1502	1	1	0
1503	0	0	0
1504	107	45	15
1505	46	17	15
1506	53	23	15
1507	46	17	15
1508	54	23	15
1509	46	17	15
1510	52	21	15
1511	45	16	15
1512	50	20	15
1513	44	15	15
1514	56	26	15
1515	44	15	15
1516	55	25	15
1517	44	15	15
1518	56	25	15
1519	44	15	15
1520	54	24	15
1521	44	15	15
1522	54	24	15
1523	44	15	15
1524	47	17	15
1525	44	15	15
1526	45	16	15
1527	44	15	15
1528	45	16	15
1529	44	15	15
1530	46	17	15
1531	44	15	15
1532	44	15	15
1533	44	15	15
1534	44	15	15
1535	44	15	15
1536	93	43	14
1537	43	16	14
1538	51	23	14
1539	42	15	14
1540	49	22	14
1541	42	15	14
1542	48	21	14
1543	42	15	14
1544	48	21	14
1545	42	15	14
1546	50	23	14
1547	41	14	14
1548	49	22	14
1549	41	14	14
1550	49	22	14
1551	41	14	14
1552	49	22	14
1553	41	14	14
1554	49	22	14
1555	41	14	14
1556	47	20	14
1557	41	14	14
1558	47	20	14
1559	41	14	14
1560	48	20	14
1561	41	14	14
1562	47	20	14
1563	41	14	14
1564	47	20	14
1565	41	14	14
1566	44	16	14
1567	41	14	14
